reaction_id,reaction_equation,dil_test_in_v12
MAR03675,cholesterol [r] + dihomo-gamma-linolenoyl-CoA [r] --> cholesterol-ester-dihomo-gamma [r] + CoA [r],ok
MAR03676,arachidonyl-CoA [r] + cholesterol [r] --> cholesterol-ester-arach [r] + CoA [r],ok
MAR03677,"(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA [r] + cholesterol [r] --> cholesterol-ester-7,10,13,16-docosa [r] + CoA [r]",ok
MAR03678,"(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA [r] + cholesterol [r] --> cholesterol-ester-9,12,15,18-tetraco [r] + CoA [r]",ok
MAR03679,"(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA [r] + cholesterol [r] --> cholesterol-ester-6,9,12,15,18-tetraco [r] + CoA [r]",ok
MAR03680,"(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA [r] + cholesterol [r] --> cholesterol-ester-4,7,10,13,16-docosa [r] + CoA [r]",ok
MAR03681,"(11Z,14Z)-eicosadienoyl-CoA [r] + cholesterol [r] --> cholesterol-ester-11,14-eicosa [r] + CoA [r]",ok
MAR03682,"(13Z,16Z)-docosadienoyl-CoA [r] + cholesterol [r] --> cholesterol-ester-13,16-docosa [r] + CoA [r]",ok
MAR03683,"10,13,16-docosatrienoyl-CoA [r] + cholesterol [r] --> cholesterol-ester-10,13,16-docosa [r] + CoA [r]",ok
MAR03684,cholesterol-ester-laur [r] + H2O [r] --> cholesterol [r] + H+ [r] + lauric acid [r],ok
MAR03685,cholesterol-ester-tridec [r] + H2O [r] --> cholesterol [r] + H+ [r] + tridecylic acid [r],ok
MAR03686,cholesterol-ester-myrist [r] + H2O [r] --> cholesterol [r] + H+ [r] + myristic acid [r],ok
MAR03687,cholesterol-ester-9-tetrade [r] + H2O [r] --> (9E)-tetradecenoic acid [r] + cholesterol [r] + H+ [r],ok
MAR03688,cholesterol-ester-7-tetrade [r] + H2O [r] --> (7Z)-tetradecenoic acid [r] + cholesterol [r] + H+ [r],ok
MAR03689,cholesterol-ester-5-tetra [r] + H2O [r] --> cholesterol [r] + H+ [r] + physeteric acid [r],ok
MAR03690,cholesterol-ester-penta [r] + H2O [r] --> cholesterol [r] + H+ [r] + pentadecylic acid [r],ok
MAR03691,cholesterol-ester-palm [r] + H2O [r] --> cholesterol [r] + H+ [r] + palmitate [r],ok
MAR03692,cholesterol-ester-7-hexa [r] + H2O [r] --> 7-palmitoleic acid [r] + cholesterol [r] + H+ [r],ok
MAR03693,cholesterol-ester-palmn [r] + H2O [r] --> cholesterol [r] + H+ [r] + palmitolate [r],ok
MAR03694,cholesterol-ester-hepta [r] + H2O [r] --> cholesterol [r] + H+ [r] + margaric acid [r],ok
MAR03695,cholesterol-ester-10-hepta [r] + H2O [r] --> (10Z)-heptadecenoic acid [r] + cholesterol [r] + H+ [r],ok
MAR03696,cholesterol-ester-9-heptade [r] + H2O [r] --> 9-heptadecylenic acid [r] + cholesterol [r] + H+ [r],ok
MAR03697,cholesterol-ester-stea [r] + H2O [r] --> cholesterol [r] + H+ [r] + stearate [r],ok
MAR03698,cholesterol-ester-13-octade [r] + H2O [r] --> (13Z)-octadecenoic acid [r] + cholesterol [r] + H+ [r],ok
MAR03699,cholesterol-ester-cis-vac [r] + H2O [r] --> cholesterol [r] + cis-vaccenic acid [r] + H+ [r],ok
MAR03700,cholesterol-ester-ol [r] + H2O [r] --> cholesterol [r] + H+ [r] + oleate [r],ok
MAR03701,cholesterol-ester-9-octa [r] + H2O [r] --> cholesterol [r] + elaidate [r] + H+ [r],ok
MAR03702,cholesterol-ester-7-octade [r] + H2O [r] --> (7Z)-octadecenoic acid [r] + cholesterol [r] + H+ [r],always blocked
MAR03703,"cholesterol-ester-6,9-octa [r] + H2O [r] --> (6Z,9Z)-octadecadienoic acid [r] + cholesterol [r] + H+ [r]",ok
MAR03704,cholesterol-ester-nanode [r] + H2O [r] --> cholesterol [r] + H+ [r] + nonadecylic acid [r],ok
MAR03705,cholesterol-ester-eico [r] + H2O [r] --> cholesterol [r] + eicosanoate [r] + H+ [r],ok
MAR03706,cholesterol-ester-13-eicose [r] + H2O [r] --> (13Z)-eicosenoic acid [r] + cholesterol [r] + H+ [r],ok
MAR03707,cholesterol-ester-11-eico [r] + H2O [r] --> cholesterol [r] + cis-gondoic acid [r] + H+ [r],ok
MAR03708,cholesterol-ester-9-eicose [r] + H2O [r] --> 9-eicosenoic acid [r] + cholesterol [r] + H+ [r],ok
MAR03709,"cholesterol-ester-8,11-eico [r] + H2O [r] --> 8,11-eicosadienoic acid [r] + cholesterol [r] + H+ [r]",ok
MAR03710,"cholesterol-ester-5,8,11-eico [r] + H2O [r] --> cholesterol [r] + H+ [r] + mead acid [r]",ok
MAR03711,cholesterol-ester-heneico [r] + H2O [r] --> cholesterol [r] + H+ [r] + henicosanoic acid [r],ok
MAR03712,cholesterol-ester-docosa [r] + H2O [r] --> behenic acid [r] + cholesterol [r] + H+ [r],ok
MAR03713,cholesterol-ester-13-docose [r] + H2O [r] --> cholesterol [r] + cis-erucic acid [r] + H+ [r],ok
MAR03714,cholesterol-ester-11-docose [r] + H2O [r] --> cholesterol [r] + cis-cetoleic acid [r] + H+ [r],ok
MAR03715,cholesterol-ester-trico [r] + H2O [r] --> cholesterol [r] + H+ [r] + tricosanoic acid [r],ok
MAR03716,cholesterol-ester-tetraco [r] + H2O [r] --> cholesterol [r] + H+ [r] + lignocerate [r],ok
MAR03717,cholesterol-ester-15-tetra [r] + H2O [r] --> cholesterol [r] + H+ [r] + nervonic acid [r],ok
MAR03718,cholesterol-ester-hexacosa [r] + H2O [r] --> cerotic acid [r] + cholesterol [r] + H+ [r],ok
MAR03719,cholesterol-ester-hexecose [r] + H2O [r] --> cholesterol [r] + H+ [r] + ximenic acid [r],ok
MAR03720,cholesterol-ester-linolen [r] + H2O [r] --> cholesterol [r] + H+ [r] + linolenate [r],ok
MAR03721,"cholesterol-ester-6,9,12,15-octa [r] + H2O [r] --> cholesterol [r] + H+ [r] + stearidonic acid [r]",ok
MAR03722,"cholesterol-ester-8,11,14,17-eico [r] + H2O [r] --> cholesterol [r] + H+ [r] + omega-3-arachidonic acid [r]",ok
MAR03723,"cholesterol-ester-5,8,11,14,17-eico [r] + H2O [r] --> cholesterol [r] + EPA [r] + H+ [r]",ok
MAR03724,"cholesterol-ester-7,10,13,16,19-docosa [r] + H2O [r] --> cholesterol [r] + DPA [r] + H+ [r]",ok
MAR03725,"cholesterol-ester-9,12,15,18,21-tetra [r] + H2O [r] --> (9Z,12Z,15Z,18Z,21Z)-TPA [r] + cholesterol [r] + H+ [r]",ok
MAR03726,"cholesterol-ester-6,9,12,15,18,21-tetra [r] + H2O [r] --> (6Z,9Z,12Z,15Z,18Z,21Z)-THA [r] + cholesterol [r] + H+ [r]",ok
MAR03727,"cholesterol-ester-4,7,10,13,16,19-doco [r] + H2O [r] --> cholesterol [r] + DHA [r] + H+ [r]",ok
MAR03728,"cholesterol-ester-11,14,17-eico [r] + H2O [r] --> (11Z,14Z,17Z)-eicosatrienoic acid [r] + cholesterol [r] + H+ [r]",ok
MAR03729,"cholesterol-ester-13,16,19-doco [r] + H2O [r] --> 13,16,19-docosatrienoic acid [r] + cholesterol [r] + H+ [r]",ok
MAR03730,"cholesterol-ester-10,13,16,19-docosa [r] + H2O [r] --> 10,13,16,19-docosatetraenoic acid [r] + cholesterol [r] + H+ [r]",always blocked
MAR03731,"cholesterol-ester-12,15,18,21-tetracosa [r] + H2O [r] --> 12,15,18,21-tetracosatetraenoic acid [r] + cholesterol [r] + H+ [r]",always blocked
MAR03732,cholesterol-ester-lin [r] + H2O [r] --> cholesterol [r] + H+ [r] + linoleate [r],ok
MAR03733,cholesterol-ester-gamma-lin [r] + H2O [r] --> cholesterol [r] + gamma-linolenate [r] + H+ [r],ok
MAR03734,cholesterol-ester-dihomo-gamma [r] + H2O [r] --> cholesterol [r] + dihomo-gamma-linolenate [r] + H+ [r],ok
MAR03735,cholesterol-ester-arach [r] + H2O [r] --> arachidonate [r] + cholesterol [r] + H+ [r],ok
MAR03736,"cholesterol-ester-7,10,13,16-docosa [r] + H2O [r] --> adrenic acid [r] + cholesterol [r] + H+ [r]",ok
MAR03737,"cholesterol-ester-9,12,15,18-tetraco [r] + H2O [r] --> (9Z,12Z,15Z,18Z)-TTA [r] + cholesterol [r] + H+ [r]",ok
MAR03738,"cholesterol-ester-6,9,12,15,18-tetraco [r] + H2O [r] --> (6Z,9Z,12Z,15Z,18Z)-TPA [r] + cholesterol [r] + H+ [r]",ok
MAR03739,"cholesterol-ester-4,7,10,13,16-docosa [r] + H2O [r] --> (4Z,7Z,10Z,13Z,16Z)-DPA [r] + cholesterol [r] + H+ [r]",ok
MAR03740,"cholesterol-ester-11,14-eicosa [r] + H2O [r] --> (11Z,14Z)-eicosadienoic acid [r] + cholesterol [r] + H+ [r]",ok
MAR03741,"cholesterol-ester-13,16-docosa [r] + H2O [r] --> (13Z,16Z)-docosadienoic acid [r] + cholesterol [r] + H+ [r]",ok
MAR03742,"cholesterol-ester-10,13,16-docosa [r] + H2O [r] --> 10,13,16-docosatriynoic acid [r] + cholesterol [r] + H+ [r]",always blocked
MAR00715,dihydroceramide pool [c] + H+ [c] + NADPH [c] + O2 [c] --> H2O [c] + NADP+ [c] + phytoceramide pool [c],always blocked
MAR00716,H2O [c] + phytoceramide pool [c] --> phytosphingosine [c] + fatty acid pool [c],always blocked
MAR00733,ceramide pool [g] + CoA [g] + H+ [g] --> sphingosine [g] + acyl-CoA pool [g],always blocked
MAR00735,"ceramide pool [g] + PC-LD pool [g] --> 1,2-diacylglycerol-LD-PC pool [g] + SM pool [g]",ok
MAR00736,"ceramide pool [c] + PC-LD pool [c] --> 1,2-diacylglycerol-LD-PC pool [c] + SM pool [c]",ok
MAR00738,H+ [c] + palmitoyl-CoA [c] + serine [c] --> 3-dehydrosphinganine [c] + CO2 [c] + CoA [c],ok
MAR00741,3-dehydrosphinganine [c] + H+ [c] + NADPH [c] --> NADP+ [c] + sphinganine [c],ok
MAR00744,ATP [c] + sphinganine [c] --> ADP [c] + H+ [c] + sphinganine-1-phosphate [c],ok
MAR00746,H2O [c] + sphinganine-1-phosphate [c] --> Pi [c] + sphinganine [c],ok
MAR00748,ethanolamine-phosphate [c] + hexadecanal [c] --> sphinganine-1-phosphate [c],ok
MAR00750,sphinganine [c] + acyl-CoA pool [c] --> CoA [c] + dihydroceramide pool [c] + H+ [c],ok
MAR00753,dihydroceramide pool [c] + H2O [c] <=> sphinganine [c] + fatty acid pool [c],ok
MAR00754,dihydroceramide pool [c] + H+ [c] + NADPH [c] + O2 [c] --> ceramide pool [c] + 2.0 H2O [c] + NADP+ [c],ok
MAR00758,ceramide pool [c] + CoA [c] + H+ [c] --> sphingosine [c] + acyl-CoA pool [c],ok
MAR00760,ATP [c] + ceramide pool [c] --> ADP [c] + ceramide-1P pool [c] + H+ [c],ok
MAR00761,ceramide pool [c] + UDP-glucose [c] --> glucosylceramide pool [c] + H+ [c] + UDP [c],ok
MAR00762,glucosylceramide pool [c] + H2O [c] --> ceramide pool [c] + glucose [c],ok
MAR00763,CDP-choline [r] + ceramide pool [r] <=> CMP [r] + H+ [r] + SM pool [r],ok
MAR00765,glucosylceramide pool [r] + UDP-galactose [r] --> H+ [r] + LacCer pool [r] + UDP [r],ok
MAR00766,galactose [e] + glucosylceramide pool [e] --> H2O [e] + LacCer pool [e],ok
MAR00767,ceramide-1P pool [c] + H2O [c] --> ceramide pool [c] + Pi [c],ok
MAR00773,ATP [c] + sphingosine [c] --> ADP [c] + H+ [c] + sphingosine-1-phosphate [c],ok
MAR00775,H2O [c] + sphingosine-1-phosphate [c] --> Pi [c] + sphingosine [c],ok
MAR00779,sphingosine-1-phosphate [c] --> ethanolamine-phosphate [c] + hexadecenal [c],ok
MAR00781,H+ [c] + hexadecenal [c] + NADPH [c] --> hexadecanal [c] + NADP+ [c],ok
MAR00783,H2O [e] + sphingosine-1-phosphate [e] --> Pi [e] + sphingosine [e],ok
MAR00795,H2O [c] + SM pool [c] --> ceramide pool [c] + H+ [c] + phosphocholine [c],ok
MAR08147,glucosylceramide pool [g] + UDP-galactose [g] --> H+ [g] + LacCer pool [g] + UDP [g],ok
MAR08148,LacCer pool [g] + UDP-galactose [g] --> globotriaosylceramide [g] + H+ [g] + UDP [g],ok
MAR08149,globotriaosylceramide [g] + UDP-N-acetyl-D-galactosamine [g] --> globoside [g] + H+ [g] + UDP [g],ok
MAR08150,globoside [g] + UDP-galactose [g] --> galactosylgloboside [g] + H+ [g] + UDP [g],ok
MAR08151,galactosylgloboside [g] + UDP-N-acetylglucosamine [g] --> glcnac-gal-globoside [g] + H+ [g] + UDP [g],ok
MAR08152,glcnac-gal-globoside [g] + UDP-galactose [g] --> gal-glcnac-gal-globoside [g] + H+ [g] + UDP [g],ok
MAR08155,CMP-N-acetylneuraminate [g] + galactosylgloboside [g] --> CMP [g] + H+ [g] + sialyl-galactosylgloboside [g],ok
MAR08156,"CMP-N-acetylneuraminate [g] + sialyl-galactosylgloboside [g] --> CMP [g] + H+ [g] + sialyl(1,3)-sialyl(2,6)-galactosylgloboside [g]",ok
MAR08159,"CMP-N-acetylneuraminate [g] + sialyl-galactosylgloboside [g] --> CMP [g] + H+ [g] + sialyl(2,3)-sialyl(2,6)-galactosylgloboside [g]",ok
MAR08162,CMP-N-acetylneuraminate [g] + sialyl-galactosylgloboside [g] --> CMP [g] + disialylgalactosylgloboside [g] + H+ [g],ok
MAR08165,LacCer pool [g] + UDP-N-acetyl-D-galactosamine [g] --> GA2 [g] + H+ [g] + UDP [g],ok
MAR08166,GA2 [g] + UDP-galactose [g] --> GA1 [g] + H+ [g] + UDP [g],ok
MAR08167,CMP-N-acetylneuraminate [g] + GA1 [g] --> CMP [g] + GM1b [g] + H+ [g],ok
MAR08168,CMP-N-acetylneuraminate [g] + GM1b [g] --> CMP [g] + GD1alpha [g] + H+ [g],ok
MAR08169,CMP-N-acetylneuraminate [g] + GD1alpha [g] --> CMP [g] + GT1aalpha [g] + H+ [g],ok
MAR08170,CMP-N-acetylneuraminate [g] + GT1aalpha [g] --> CMP [g] + GQ1balpha [g] + H+ [g],ok
MAR08171,CMP-N-acetylneuraminate [g] + GM1b [g] --> CMP [g] + GD1c [g] + H+ [g],ok
MAR08172,CMP-N-acetylneuraminate [g] + GA2 [g] --> CMP [g] + GM2alpha [g] + H+ [g],ok
MAR08173,GM2alpha [g] + UDP-galactose [g] --> GM1alpha [g] + H+ [g] + UDP [g],ok
MAR08174,CMP-N-acetylneuraminate [g] + GM1alpha [g] --> CMP [g] + GD1beta [g] + H+ [g],ok
MAR08175,CMP-N-acetylneuraminate [g] + GD1a [g] --> CMP [g] + GT1aalpha [g] + H+ [g],ok
MAR08176,CMP-N-acetylneuraminate [g] + GT1c [g] --> CMP [g] + GQ1c [g] + H+ [g],ok
MAR08177,CMP-N-acetylneuraminate [g] + GQ1c [g] --> CMP [g] + GP1c [g] + H+ [g],ok
MAR08178,CMP-N-acetylneuraminate [g] + GT1b [g] --> CMP [g] + GQ1balpha [g] + H+ [g],ok
MAR08179,CMP-N-acetylneuraminate [g] + GM3 [g] --> CMP [g] + GD3 [g] + H+ [g],ok
MAR08180,CMP-N-acetylneuraminate [g] + GD3 [g] --> CMP [g] + GT3 [g] + H+ [g],ok
MAR08181,CMP-N-acetylneuraminate [g] + GT1b [g] --> CMP [g] + GQ1b [g] + H+ [g],ok
MAR08182,CMP-N-acetylneuraminate [g] + GD1a [g] --> CMP [g] + GT1a [g] + H+ [g],ok
MAR08183,CMP-N-acetylneuraminate [g] + GQ1c [g] --> CMP [g] + GP1calpha [g] + H+ [g],ok
MAR08184,CMP-N-acetylneuraminate [g] + LacCer pool [g] --> CMP [g] + GM3 [g] + H+ [g],ok
MAR08185,GM2 [g] + UDP-galactose [g] --> GM1 [g] + H+ [g] + UDP [g],ok
MAR08186,GD2 [g] + UDP-galactose [g] --> GD1b [g] + H+ [g] + UDP [g],ok
MAR08187,GT2 [g] + UDP-galactose [g] --> GT1c [g] + H+ [g] + UDP [g],ok
MAR08188,CMP-N-acetylneuraminate [g] + GM1 [g] --> CMP [g] + GD1a [g] + H+ [g],ok
MAR08189,CMP-N-acetylneuraminate [g] + GD1b [g] --> CMP [g] + GT1b [g] + H+ [g],ok
MAR08190,GM3 [g] + UDP-N-acetyl-D-galactosamine [g] --> GM2 [g] + H+ [g] + UDP [g],ok
MAR08191,GD3 [g] + UDP-N-acetyl-D-galactosamine [g] --> GD2 [g] + H+ [g] + UDP [g],ok
MAR08192,GT3 [g] + UDP-N-acetyl-D-galactosamine [g] --> GT2 [g] + H+ [g] + UDP [g],ok
MAR08194,globoside [g] + N-acetylgalactosamine [g] --> beta-GalNAc-globoside [g] + H2O [g],ok
MAR08197,beta-GalNAc-globoside [l] + H+ [l] + UDP [l] --> globoside [l] + UDP-N-acetyl-D-galactosamine [l],ok
MAR08198,globoside [g] + UDP-N-acetyl-D-galactosamine [g] --> alpha-GalNAc-globoside [g] + H+ [g] + UDP [g],ok
MAR08201,alpha-GalNAc-globoside [l] + H+ [l] + UDP [l] --> globoside [l] + UDP-N-acetyl-D-galactosamine [l],ok
MAR00786,H2O [l] + LacCer pool [l] --> galactose [l] + glucosylceramide pool [l],ok
MAR08206,D-galactosyl-N-acylsphingosine [g] + PAPS [g] --> H+ [g] + PAP [g] + sulfatide galactocerebroside [g],ok
MAR08209,H2O [l] + sulfatide galactocerebroside [l] --> D-galactosyl-N-acylsphingosine [l] + H+ [l] + sulfate [l],ok
MAR08210,D-galactosyl-N-acylsphingosine [l] + H2O [l] --> ceramide pool [l] + galactose [l],ok
MAR08211,ceramide pool [l] + H2O [l] --> sphingosine [l] + fatty acid pool [l],ok
MAR08212,digalactosylceramide [g] + PAPS [g] --> digalactosylceramidesulfate [g] + H+ [g] + PAP [g],ok
MAR08217,digalactosylceramide [l] + H2O [l] --> D-galactosyl-N-acylsphingosine [l] + galactose [l],ok
MAR08219,dihydroceramide pool [c] + NADP+ [c] --> ceramide pool [c] + H+ [c] + NADPH [c],ok
MAR08220,dihydroceramide pool [c] + FAD [c] --> ceramide pool [c] + FADH2 [c],ok
MAR08221,galactosylgloboside [g] + GDP-L-fucose [g] --> fucosyl-galactosylgloboside [g] + GDP [g] + H+ [g],ok
MAR08224,acetyl-CoA [c] + GD3 [c] --> 9-O-acetylated-GD3 [c] + CoA [c],ok
MAR08226,acetyl-CoA [g] + GD3 [g] --> 9-O-acetylated-GD3 [g] + CoA [g],ok
MAR08227,acetyl-CoA [c] + GT3 [c] --> 9-O-acetylated-GT3 [c] + CoA [c],ok
MAR08228,acetyl-CoA [g] + GT3 [g] --> 9-O-acetylated-GT3 [g] + CoA [g],ok
MAR08233,H2O [r] + sphinganine-1-phosphate [r] --> Pi [r] + sphinganine [r],ok
MAR08235,H2O [r] + sphingosine-1-phosphate [r] --> Pi [r] + sphingosine [r],ok
MAR08237,sphinganine-1-phosphate [r] --> ethanolamine-phosphate [r] + hexadecanal [r],always blocked
MAR08238,H2O [r] + sphingosine-1-phosphate [r] --> ethanolamine-phosphate [r] + H+ [r] + palmitate [r],ok
MAR08242,H2O [g] + SM pool [g] --> ceramide pool [g] + H+ [g] + phosphocholine [g],ok
MAR08245,H2O [c] + SM pool [c] --> sphingosylphosphorylcholine [c] + fatty acid pool [c],ok
MAR08246,H2O [c] + sphingosylphosphorylcholine [c] --> H+ [c] + phosphocholine [c] + sphingosine [c],ok
MAR08248,ceramide pool [r] + UDP-glucose [r] --> glucosylceramide pool [r] + H+ [r] + UDP [r],ok
MAR08249,globotriaosylceramide [g] + UDP-galactose [g] --> galthcrm heparan sulfate [g] + H+ [g] + UDP [g],ok
MAR08250,galthcrm heparan sulfate [g] + UDP-galactose [g] --> galgalthcrm heparan sulfate [g] + H+ [g] + UDP [g],ok
MAR08251,galgalthcrm heparan sulfate [g] + UDP-galactose [g] --> galgalgalthcrm heparan sulfate [g] + H+ [g] + UDP [g],ok
MAR00453,glyceraldehyde [c] + H+ [c] + NADPH [c] <=> glycerol [c] + NADP+ [c],ok
MAR00456,glyceraldehyde [c] + H2O [c] + NAD+ [c] --> glycerate [c] + 2.0 H+ [c] + NADH [c],ok
MAR00458,glycerol [m] + NADP+ [m] --> glyceraldehyde [m] + H+ [m] + NADPH [m],ok
MAR00459,glyceraldehyde [m] + H2O [m] + NAD+ [m] --> glycerate [m] + 2.0 H+ [m] + NADH [m],ok
MAR00463,H2O [r] + PC-LD pool [r] --> 2-lysolecithin pool [r] + H+ [r] + fatty acid pool [r],always blocked
MAR00486,lauroyl-CoA [c] + sn-glycerol-3-phosphate [c] --> 1-acylglycerol-3P-laur [c] + CoA [c],ok
MAR00487,sn-glycerol-3-phosphate [c] + tridecanoyl-CoA [c] --> 1-acylglycerol-3P-tridec [c] + CoA [c],ok
MAR00488,myristoyl-CoA [c] + sn-glycerol-3-phosphate [c] --> 1-acylglycerol-3P-myrist [c] + CoA [c],ok
MAR00489,(9E)-tetradecenoyl-CoA [c] + sn-glycerol-3-phosphate [c] --> 1-acylglycerol-3P-9-tetrade [c] + CoA [c],ok
MAR00490,(7Z)-tetradecenoyl-CoA [c] + sn-glycerol-3-phosphate [c] --> 1-acylglycerol-3P-7-tetrade [c] + CoA [c],ok
MAR00491,5-tetradecenoyl-CoA [c] + sn-glycerol-3-phosphate [c] --> 1-acylglycerol-3P-5-tetrade [c] + CoA [c],ok
MAR00492,pentadecanoyl-CoA [c] + sn-glycerol-3-phosphate [c] --> 1-acylglycerol-3P-pentade [c] + CoA [c],ok
MAR00493,palmitoyl-CoA [c] + sn-glycerol-3-phosphate [c] --> 1-acylglycerol-3P-palm [c] + CoA [c],ok
MAR00494,palmitoleoyl-CoA [c] + sn-glycerol-3-phosphate [c] --> 1-acylglycerol-3P-palmn [c] + CoA [c],ok
MAR00495,7-hexadecenoyl-CoA [c] + sn-glycerol-3-phosphate [c] --> 1-acylglycerol-3P-7-hexade [c] + CoA [c],ok
MAR00496,heptadecanoyl-CoA [c] + sn-glycerol-3-phosphate [c] --> 1-acylglycerol-3P-heptade [c] + CoA [c],ok
MAR00497,(10Z)-heptadecenoyl-CoA [c] + sn-glycerol-3-phosphate [c] --> 1-acylglycerol-3P-10-heptade [c] + CoA [c],ok
MAR00498,9-heptadecenoyl-CoA [c] + sn-glycerol-3-phosphate [c] --> 1-acylglycerol-3P-9-heptade [c] + CoA [c],ok
MAR00499,sn-glycerol-3-phosphate [c] + stearoyl-CoA [c] --> 1-acylglycerol-3P-stea [c] + CoA [c],ok
MAR00500,(13Z)-octadecenoyl-CoA [c] + sn-glycerol-3-phosphate [c] --> 1-acylglycerol-3P-13-octade [c] + CoA [c],ok
MAR00501,cis-vaccenoyl-CoA [c] + sn-glycerol-3-phosphate [c] --> 1-acylglycerol-3P-cis-vac [c] + CoA [c],ok
MAR00502,oleoyl-CoA [c] + sn-glycerol-3-phosphate [c] --> 1-acylglycerol-3P-ol [c] + CoA [c],ok
MAR00503,(9E)-octadecenoyl-CoA [c] + sn-glycerol-3-phosphate [c] --> 1-acylglycerol-3P-9-octade [c] + CoA [c],ok
MAR00504,(7Z)-octadecenoyl-CoA [c] + sn-glycerol-3-phosphate [c] --> 1-acylglycerol-3P-7-octade [c] + CoA [c],ok
MAR00505,"(6Z,9Z)-octadecadienoyl-CoA [c] + sn-glycerol-3-phosphate [c] --> 1-acylglycerol-3P-6,9-octa [c] + CoA [c]",ok
MAR00506,nonadecanoyl-CoA [c] + sn-glycerol-3-phosphate [c] --> 1-acylglycerol-3P-nanode [c] + CoA [c],ok
MAR00507,eicosanoyl-CoA [c] + sn-glycerol-3-phosphate [c] --> 1-acylglycerol-3P-eico [c] + CoA [c],ok
MAR00508,(13Z)-eicosenoyl-CoA [c] + sn-glycerol-3-phosphate [c] --> 1-acylglycerol-3P-13-eicose [c] + CoA [c],ok
MAR00509,(11Z)-eicosenoyl-CoA [c] + sn-glycerol-3-phosphate [c] --> 1-acylglycerol-3P-11-eico [c] + CoA [c],ok
MAR00510,9-eicosenoyl-CoA [c] + sn-glycerol-3-phosphate [c] --> 1-acylglycerol-3P-9-eicose [c] + CoA [c],ok
MAR00511,"(8Z,11Z)-eicosadienoyl-CoA [c] + sn-glycerol-3-phosphate [c] --> 1-acylglycerol-3P-8,11-eico [c] + CoA [c]",ok
MAR00512,"(5Z,8Z,11Z)-eicosatrienoyl-CoA [c] + sn-glycerol-3-phosphate [c] --> 1-acylglycerol-3P-5,8,11-eico [c] + CoA [c]",ok
MAR00513,heneicosanoyl-CoA [c] + sn-glycerol-3-phosphate [c] --> 1-acylglycerol-3P-heneico [c] + CoA [c],ok
MAR00514,docosanoyl-CoA [c] + sn-glycerol-3-phosphate [c] --> 1-acylglycerol-3P-docosa [c] + CoA [c],ok
MAR00515,(13Z)-docosenoyl-CoA [c] + sn-glycerol-3-phosphate [c] --> 1-acylglycerol-3P-13-docose [c] + CoA [c],ok
MAR00516,(11Z)-docosenoyl-CoA [c] + sn-glycerol-3-phosphate [c] --> 1-acylglycerol-3P-11-docose [c] + CoA [c],ok
MAR00517,sn-glycerol-3-phosphate [c] + tricosanoyl-CoA [c] --> 1-acylglycerol-3P-trico [c] + CoA [c],ok
MAR00518,sn-glycerol-3-phosphate [c] + tetracosanoyl-CoA [c] --> 1-acylglycerol-3P-tetraco [c] + CoA [c],ok
MAR00519,(15Z)-tetracosenoyl-CoA [c] + sn-glycerol-3-phosphate [c] --> 1-acylglycerol-3P-15-tetra [c] + CoA [c],ok
MAR00520,hexacosanoyl-CoA [c] + sn-glycerol-3-phosphate [c] --> 1-acylglycerol-3P-hexacosa [c] + CoA [c],ok
MAR00521,hexacosenoyl-CoA [c] + sn-glycerol-3-phosphate [c] --> 1-acylglycerol-3P-hexecose [c] + CoA [c],ok
MAR00522,linolenoyl-CoA [c] + sn-glycerol-3-phosphate [c] --> 1-acylglycerol-3P-linolen [c] + CoA [c],ok
MAR00523,"(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA [c] + sn-glycerol-3-phosphate [c] --> 1-acylglycerol-3P-6,9,12,15-octa [c] + CoA [c]",ok
MAR00524,"(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA [c] + sn-glycerol-3-phosphate [c] --> 1-acylglycerol-3P-8,11,14,17-eico [c] + CoA [c]",ok
MAR00525,"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA [c] + sn-glycerol-3-phosphate [c] --> 1-acylglycerol-3P-5,8,11,14,17-eico [c] + CoA [c]",ok
MAR00526,"(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA [c] + sn-glycerol-3-phosphate [c] --> 1-acylglycerol-3P-7,10,13,16,19-docosa [c] + CoA [c]",ok
MAR00527,"(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA [c] + sn-glycerol-3-phosphate [c] --> 1-acylglycerol-3P-9,12,15,18,21-tetra [c] + CoA [c]",ok
MAR00528,"(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA [c] + sn-glycerol-3-phosphate [c] --> 1-acylglycerol-3P-6,9,12,15,18,21-tetra [c] + CoA [c]",ok
MAR00529,"(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA [c] + sn-glycerol-3-phosphate [c] --> 1-acylglycerol-3P-4,7,10,13,16,19-doco [c] + CoA [c]",ok
MAR00530,"(11Z,14Z,17Z)-eicosatrienoyl-CoA [c] + sn-glycerol-3-phosphate [c] --> 1-acylglycerol-3P-11,14,17-eico [c] + CoA [c]",ok
